timestamp,lap,ego_x,ego_y,ego_vel,ego_s,ego_d,opp_x,opp_y,opp_vel,opp_s,opp_d,rel_x,rel_y,rel_vel,rel_s,rel_d,imm_trajectory,imm_active
1785010473.0241914,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.070928,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.1210394,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.1709626,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.2215176,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.2710683,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.3231535,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.370897,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.4208848,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.473436,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.5211432,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.5712075,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.623026,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.6715796,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.728727,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.771834,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.8210316,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.8708544,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.9208183,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010473.9717283,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.021514,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.071186,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.1212652,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.1717763,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.220841,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.2714,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.3209236,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.3733718,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.4209144,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.470961,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.5217052,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.5741682,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.6280975,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.671742,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.7210548,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.7708218,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.8259797,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.8709476,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.920899,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010474.9713554,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010475.020864,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010475.0710442,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010475.1216328,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010475.1714506,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010475.22093,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010475.2720912,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010475.320962,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010475.373304,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010475.421559,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010475.4715014,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
1785010475.5214272,0,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,69.49256461381,0.01970947128795778,0.0,0.0,0.0,0.0,0.0,[],False
